date,PM2.5,temp,press,humitidy,wnd_dir,wnd_spd
8017,0.06,0.06,1018.28,20.9,196.57,4.48
8018,-0.17,-0.17,1018.01,21.94,192.9,3.4
8019,-0.39,-0.39,1017.73,22.98,185.92,2.36
8020,-0.62,-0.62,1017.46,24.02,168.7,1.4
8021,-0.71,-0.71,1016.86,24.96,156.16,1.47
8022,-0.8,-0.8,1016.27,25.91,145.24,1.6
8023,-0.89,-0.89,1015.68,26.85,136.26,1.78
8024,-0.91,-0.91,1015.57,27.58,111.86,1.59
8025,-0.93,-0.93,1015.46,28.31,86.65,1.73
8026,-0.95,-0.95,1015.35,29.04,68.03,2.13
8027,0.05,0.05,1015.12,26.98,76.74,2.65
8028,1.05,1.05,1014.89,24.92,82.48,3.21
8029,2.04,2.04,1014.67,22.86,86.48,3.8
8030,3.11,3.11,1014.24,21.57,107.45,3.99
8031,4.18,4.18,1013.82,20.28,124.51,4.64
8032,5.25,5.25,1013.4,18.98,136.62,5.58
8033,4.69,4.69,1013.44,20.5,141.93,4.84
8034,4.12,4.12,1013.48,22.01,149.09,4.15
8035,3.56,3.56,1013.53,23.52,158.86,3.55
8036,3.13,3.13,1013.97,24.3,132.32,1.89
8037,2.7,2.7,1014.42,25.09,63.08,1.7
8038,2.27,2.27,1014.86,25.87,30.12,3.25
8039,1.97,1.97,1015.11,26.1,28.56,3.48
8040,1.67,1.67,1015.36,26.34,27.2,3.71
8041,1.37,1.37,1015.62,26.58,26.0,3.95
8042,1.18,1.18,1016.1,27.28,16.39,4.47
8043,0.99,0.99,1016.58,27.97,8.97,5.1
8044,0.8,0.8,1017.06,28.67,3.25,5.79
8045,0.63,0.63,1017.42,30.04,6.63,6.39
8046,0.46,0.46,1017.78,31.4,9.43,7.02
8047,0.3,0.3,1018.15,32.76,11.76,7.65
8048,0.28,0.28,1018.94,35.45,14.27,7.77
8049,0.26,0.26,1019.74,38.14,16.7,7.91
8050,0.24,0.24,1020.53,40.83,19.04,8.06
8051,1.44,1.44,1020.84,35.55,16.19,9.56
8052,2.64,2.64,1021.15,30.27,14.11,11.08
8053,3.84,3.84,1021.45,24.99,12.54,12.61
8054,4.42,4.42,1021.08,21.78,3.48,13.17
8055,5.0,5.0,1020.71,18.57,355.34,14.03
8056,5.58,5.58,1020.34,15.37,348.27,15.14
8057,5.0,5.0,1020.6,16.08,347.4,12.48
8058,4.43,4.43,1020.86,16.78,346.05,9.82
8059,3.86,3.86,1021.13,17.49,343.7,7.17
8060,3.21,3.21,1021.76,17.74,340.44,10.14
8061,2.57,2.57,1022.39,17.99,338.65,13.13
8062,1.92,1.92,1023.03,18.24,337.54,16.13
8063,1.25,1.25,1023.5,17.37,334.77,17.99
8064,0.58,0.58,1023.98,16.51,332.53,19.89
8065,-0.09,-0.09,1024.45,15.64,330.69,21.8
8066,-0.49,-0.49,1024.86,15.49,330.76,20.82
8067,-0.89,-0.89,1025.27,15.34,330.85,19.84
8068,-1.3,-1.3,1025.68,15.18,330.95,18.86
8069,-1.61,-1.61,1025.63,15.37,331.42,18.13
8070,-1.92,-1.92,1025.58,15.55,331.94,17.39
8071,-2.23,-2.23,1025.54,15.74,332.51,16.66
8072,-2.27,-2.27,1025.64,16.54,329.65,15.74
8073,-2.32,-2.32,1025.74,17.34,326.45,14.87
8074,-2.37,-2.37,1025.84,18.14,322.86,14.04
8075,-1.71,-1.71,1025.73,17.24,318.26,14.91
8076,-1.04,-1.04,1025.62,16.34,314.18,15.86
8077,-0.38,-0.38,1025.52,15.44,310.59,16.88
8078,0.3,0.3,1024.57,14.75,310.64,17.23
8079,0.97,0.97,1023.61,14.06,310.7,17.58
8080,1.64,1.64,1022.66,13.37,310.75,17.92
8081,1.39,1.39,1022.3,14.07,310.65,15.19
8082,1.14,1.14,1021.95,14.78,310.5,12.45
8083,0.89,0.89,1021.6,15.48,310.27,9.71
8084,0.46,0.46,1021.72,16.66,306.9,8.83
8085,0.03,0.03,1021.85,17.85,302.79,7.99
8086,-0.4,-0.4,1021.98,19.03,297.76,7.21
8087,-0.59,-0.59,1022.08,18.74,289.78,6.45
8088,-0.77,-0.77,1022.17,18.44,279.92,5.84
8089,-0.95,-0.95,1022.27,18.14,268.23,5.45
8090,-1.07,-1.07,1021.78,18.49,261.74,5.66
8091,-1.19,-1.19,1021.3,18.83,255.79,5.93
8092,-1.31,-1.31,1020.81,19.17,250.43,6.27
8093,-1.46,-1.46,1020.26,19.18,247.9,6.22
8094,-1.61,-1.61,1019.71,19.18,245.33,6.18
8095,-1.76,-1.76,1019.15,19.19,242.74,6.15
8096,-1.81,-1.81,1018.8,19.05,238.15,6.52
8097,-1.87,-1.87,1018.44,18.91,234.06,6.92
8098,-1.93,-1.93,1018.08,18.77,230.45,7.35
8099,-0.39,-0.39,1017.41,18.1,241.87,7.99
8100,1.14,1.14,1016.73,17.44,251.29,8.89
8101,2.68,2.68,1016.06,16.78,258.81,9.99
8102,3.6,3.6,1015.26,16.3,252.08,10.64
8103,4.52,4.52,1014.46,15.82,246.19,11.43
8104,5.44,5.44,1013.67,15.35,241.11,12.32
8105,4.92,4.92,1013.13,16.45,233.85,10.76
8106,4.4,4.4,1012.59,17.56,224.33,9.42
8107,3.88,3.88,1012.06,18.67,212.15,8.43
8108,3.4,3.4,1011.93,19.58,224.38,7.09
8109,2.91,2.91,1011.8,20.5,241.09,6.21
8110,2.43,2.43,1011.68,21.41,261.03,5.98
8111,2.21,2.21,1011.56,21.94,264.69,5.45
8112,2.0,2.0,1011.44,22.47,269.12,4.95
8113,1.79,1.79,1011.33,23.0,274.52,4.48
8114,1.63,1.63,1011.6,23.09,285.14,4.29
8115,1.47,1.47,1011.88,23.18,296.35,4.25
8116,1.31,1.31,1012.15,23.27,307.32,4.38
8117,1.14,1.14,1011.97,23.12,324.09,4.87
8118,0.97,0.97,1011.78,22.97,336.91,5.69
8119,0.8,0.8,1011.59,22.82,346.16,6.72
8120,0.67,0.67,1011.89,22.79,342.65,6.65
8121,0.54,0.54,1012.18,22.76,339.08,6.61
8122,0.41,0.41,1012.48,22.73,335.49,6.6
8123,2.08,2.08,1012.75,20.03,334.17,7.8
8124,3.76,3.76,1013.02,17.33,333.2,9.0
8125,5.43,5.43,1013.3,14.64,332.46,10.21
8126,6.26,6.26,1013.24,14.86,329.74,11.81
8127,7.1,7.1,1013.18,15.07,327.67,13.43
8128,7.93,7.93,1013.12,15.29,326.04,15.06
8129,7.24,7.24,1013.3,16.62,326.15,12.08
8130,6.55,6.55,1013.49,17.95,326.32,9.1
8131,5.86,5.86,1013.68,19.28,326.66,6.12
8132,5.11,5.11,1014.38,21.89,331.09,6.64
8133,4.37,4.37,1015.09,24.49,334.85,7.2
8134,3.62,3.62,1015.79,27.1,338.06,7.78
8135,3.24,3.24,1016.34,28.81,343.44,7.62
8136,2.87,2.87,1016.9,30.53,349.01,7.53
8137,2.5,2.5,1017.45,32.24,354.67,7.5
8138,2.33,2.33,1017.77,33.16,356.84,8.01
8139,2.16,2.16,1018.09,34.07,358.76,8.52
8140,1.99,1.99,1018.41,34.98,0.45,9.04
8141,1.85,1.85,1018.79,35.49,358.79,9.41
8142,1.71,1.71,1019.17,36.0,357.26,9.79
8143,1.57,1.57,1019.55,36.5,355.84,10.17
8144,1.41,1.41,1020.29,36.81,352.12,10.23
8145,1.25,1.25,1021.02,37.11,348.47,10.33
8146,1.09,1.09,1021.76,37.41,344.89,10.48
8147,1.78,1.78,1022.24,33.23,340.9,13.72
8148,2.47,2.47,1022.72,29.05,338.45,17.01
8149,3.16,3.16,1023.2,24.86,336.79,20.32
8150,3.46,3.46,1023.35,22.51,334.48,21.23
8151,3.76,3.76,1023.5,20.15,332.36,22.18
8152,4.05,4.05,1023.65,17.8,330.41,23.15
8153,3.46,3.46,1023.95,18.51,330.18,22.37
8154,2.86,2.86,1024.26,19.21,329.93,21.6
8155,2.26,2.26,1024.57,19.92,329.66,20.83
8156,1.76,1.76,1025.2,21.11,329.96,20.31
8157,1.25,1.25,1025.83,22.29,330.29,19.78
8158,0.74,0.74,1026.46,23.48,330.63,19.26
8159,0.45,0.45,1026.4,24.0,329.86,16.48
8160,0.16,0.16,1026.34,24.52,328.77,13.71
8161,-0.13,-0.13,1026.27,25.04,327.14,10.95
8162,-0.34,-0.34,1025.76,25.66,313.17,8.0
8163,-0.54,-0.54,1025.24,26.27,286.96,5.98
8164,-0.75,-0.75,1024.73,26.89,250.58,5.95
8165,-0.98,-0.98,1024.02,27.13,238.58,6.28
8166,-1.21,-1.21,1023.32,27.38,228.16,6.85
8167,-1.43,-1.43,1022.61,27.62,219.58,7.61
8168,-1.46,-1.46,1021.98,27.6,221.63,7.48
8169,-1.48,-1.48,1021.35,27.58,223.76,7.36
8170,-1.5,-1.5,1020.72,27.55,225.96,7.24
8171,0.05,0.05,1020.16,24.95,240.55,7.0
8172,1.6,1.6,1019.6,22.34,255.18,7.23
8173,3.16,3.16,1019.04,19.74,268.14,7.88
8174,4.44,4.44,1018.31,18.26,272.21,8.76
8175,5.73,5.73,1017.57,16.78,275.52,9.68
8176,7.02,7.02,1016.83,15.31,278.25,10.62
8177,6.34,6.34,1016.69,16.46,266.35,8.6
8178,5.66,5.66,1016.54,17.62,248.5,7.15
8179,4.98,4.98,1016.39,18.78,225.19,6.66
8180,4.43,4.43,1016.39,19.64,240.24,5.92
8181,3.87,3.87,1016.39,20.5,257.97,5.68
8182,3.32,3.32,1016.39,21.36,275.47,6.0
8183,2.99,2.99,1016.04,21.96,294.81,5.54
8184,2.65,2.65,1015.68,22.56,314.88,5.78
8185,2.32,2.32,1015.33,23.17,331.54,6.64
8186,2.07,2.07,1014.76,23.56,335.33,6.65
8187,1.81,1.81,1014.2,23.96,339.09,6.7
8188,1.56,1.56,1013.63,24.36,342.77,6.78
8189,1.37,1.37,1012.97,24.38,337.59,5.13
8190,1.17,1.17,1012.31,24.41,327.66,3.55
8191,0.98,0.98,1011.65,24.44,304.44,2.24
8192,0.82,0.82,1011.45,24.11,278.93,2.34
8193,0.66,0.66,1011.24,23.78,258.98,2.83
8194,0.51,0.51,1011.03,23.45,245.98,3.55
8195,1.94,1.94,1010.44,21.15,253.24,2.14
8196,3.37,3.37,1009.85,18.84,283.54,0.89
8197,4.81,4.81,1009.26,16.53,17.42,1.08
8198,5.67,5.67,1008.29,15.68,58.37,0.68
8199,6.54,6.54,1007.31,14.83,111.02,0.89
8200,7.4,7.4,1006.34,13.98,132.51,1.48
8201,6.87,6.87,1006.25,15.21,169.48,0.95
8202,6.33,6.33,1006.16,16.44,220.17,1.15
8203,5.79,5.79,1006.08,17.67,243.73,1.85
8204,5.21,5.21,1006.61,17.84,292.72,3.18
8205,4.63,4.63,1007.14,18.01,307.83,5.34
8206,4.06,4.06,1007.66,18.18,314.06,7.65
8207,4.12,4.12,1008.32,19.42,320.71,10.17
8208,4.17,4.17,1008.98,20.66,324.68,12.78
8209,4.23,4.23,1009.64,21.89,327.3,15.43
8210,3.7,3.7,1010.3,24.23,326.29,13.41
8211,3.17,3.17,1010.96,26.57,324.93,11.41
8212,2.63,2.63,1011.61,28.92,322.99,9.41
8213,2.43,2.43,1011.91,30.56,322.72,9.52
8214,2.24,2.24,1012.21,32.21,322.45,9.63
8215,2.04,2.04,1012.51,33.86,322.18,9.74
8216,1.9,1.9,1013.31,31.64,328.01,11.39
8217,1.77,1.77,1014.12,29.43,332.34,13.12
8218,1.63,1.63,1014.92,27.21,335.64,14.92
8219,2.12,2.12,1015.32,24.5,333.51,19.01
8220,2.61,2.61,1015.72,21.78,332.13,23.11
8221,3.1,3.1,1016.12,19.06,331.17,27.23
8222,3.4,3.4,1016.17,17.07,331.07,26.81
8223,3.69,3.69,1016.22,15.07,330.96,26.39
8224,3.99,3.99,1016.27,13.08,330.84,25.97
8225,3.73,3.73,1016.57,12.1,334.11,23.32
8226,3.47,3.47,1016.86,11.13,338.2,20.77
8227,3.2,3.2,1017.16,10.15,343.4,18.35
8228,2.48,2.48,1017.42,11.13,351.29,14.7
8229,1.76,1.76,1017.69,12.1,3.95,11.49
8230,1.04,1.04,1017.96,13.08,24.37,9.23
8231,0.63,0.63,1018.11,13.64,22.49,8.99
8232,0.22,0.22,1018.26,14.19,20.5,8.76
8233,-0.2,-0.2,1018.41,14.75,18.41,8.54
8234,-0.56,-0.56,1018.73,15.19,25.59,7.0
8235,-0.92,-0.92,1019.05,15.62,36.53,5.63
8236,-1.28,-1.28,1019.38,16.06,53.4,4.58
8237,-1.48,-1.48,1019.87,16.27,59.34,4.28
8238,-1.68,-1.68,1020.36,16.48,66.09,4.03
8239,-1.89,-1.89,1020.85,16.69,73.62,3.84
8240,-2.06,-2.06,1021.45,17.33,66.79,3.85
8241,-2.23,-2.23,1022.06,17.97,60.1,3.91
8242,-2.41,-2.41,1022.66,18.61,53.69,4.03
8243,-1.85,-1.85,1022.9,17.13,356.15,7.68
8244,-1.3,-1.3,1023.15,15.66,341.71,13.63
8245,-0.75,-0.75,1023.4,14.18,336.19,19.91
8246,-0.31,-0.31,1023.14,12.62,338.53,19.4
8247,0.13,0.13,1022.87,11.06,340.99,18.92
8248,0.57,0.57,1022.61,9.5,343.57,18.47
8249,0.08,0.08,1022.83,10.1,353.43,15.34
8250,-0.41,-0.41,1023.05,10.71,7.66,12.88
8251,-0.89,-0.89,1023.28,11.31,26.75,11.52
8252,-1.56,-1.56,1023.79,11.77,39.46,9.95
8253,-2.22,-2.22,1024.31,12.23,55.76,9.03
8254,-2.88,-2.88,1024.83,12.69,73.95,8.95
8255,-3.21,-3.21,1025.25,12.8,75.54,8.67
8256,-3.53,-3.53,1025.68,12.9,77.22,8.39
8257,-3.85,-3.85,1026.11,13.01,79.02,8.13
8258,-4.11,-4.11,1026.24,13.19,83.44,7.35
8259,-4.38,-4.38,1026.37,13.37,88.86,6.63
8260,-4.64,-4.64,1026.5,13.54,95.54,5.98
8261,-4.86,-4.86,1026.53,13.59,97.47,5.36
8262,-5.08,-5.08,1026.55,13.64,99.9,4.74
8263,-5.3,-5.3,1026.58,13.69,103.06,4.14
8264,-5.41,-5.41,1026.61,13.74,120.18,4.14
8265,-5.52,-5.52,1026.64,13.78,135.9,4.49
8266,-5.64,-5.64,1026.68,13.83,148.55,5.12
8267,-5.27,-5.27,1026.36,13.22,152.57,5.51
8268,-4.91,-4.91,1026.05,12.62,156.03,5.93
8269,-4.55,-4.55,1025.74,12.01,159.04,6.36
8270,-4.01,-4.01,1025.0,11.74,167.67,6.72
8271,-3.47,-3.47,1024.26,11.48,175.28,7.21
8272,-2.93,-2.93,1023.52,11.21,181.81,7.82
8273,-3.12,-3.12,1023.49,11.76,177.97,6.3
8274,-3.32,-3.32,1023.46,12.32,171.75,4.83
8275,-3.51,-3.51,1023.43,12.87,160.36,3.46
8276,-3.62,-3.62,1023.71,12.99,123.73,3.0
8277,-3.73,-3.73,1023.99,13.12,91.1,3.83
8278,-3.83,-3.83,1024.27,13.24,73.6,5.38
8279,-4.16,-4.16,1024.68,13.25,76.38,5.54
8280,-4.49,-4.49,1025.1,13.25,79.0,5.71
8281,-4.83,-4.83,1025.51,13.26,81.46,5.9
8282,-4.96,-4.96,1025.89,13.66,77.88,5.56
8283,-5.1,-5.1,1026.27,14.06,73.85,5.24
8284,-5.24,-5.24,1026.65,14.47,69.33,4.95
8285,-5.36,-5.36,1027.02,14.67,63.51,4.73
8286,-5.48,-5.48,1027.4,14.88,57.2,4.56
8287,-5.59,-5.59,1027.77,15.08,50.49,4.45
8288,-5.65,-5.65,1028.08,15.12,51.39,3.86
8289,-5.71,-5.71,1028.39,15.16,52.62,3.27
8290,-5.76,-5.76,1028.69,15.2,54.38,2.68
8291,-4.81,-4.81,1029.03,14.2,57.43,3.11
8292,-3.85,-3.85,1029.37,13.21,59.73,3.55
8293,-2.89,-2.89,1029.7,12.21,61.52,4.0
8294,-2.37,-2.37,1029.19,12.56,78.18,3.83
8295,-1.85,-1.85,1028.68,12.9,94.81,4.0
8296,-1.32,-1.32,1028.16,13.24,109.01,4.47
8297,-1.73,-1.73,1028.08,14.26,112.11,4.73
8298,-2.13,-2.13,1027.99,15.27,114.88,5.0
8299,-2.54,-2.54,1027.9,16.29,117.36,5.29
8300,-2.64,-2.64,1028.16,16.68,120.35,4.58
8301,-2.74,-2.74,1028.42,17.07,124.41,3.88
8302,-2.85,-2.85,1028.69,17.46,130.21,3.22
8303,-2.86,-2.86,1028.64,18.58,133.07,3.45
8304,-2.88,-2.88,1028.59,19.7,135.57,3.69
8305,-2.89,-2.89,1028.54,20.82,137.77,3.93
8306,-2.97,-2.97,1028.27,20.98,130.63,3.81
8307,-3.06,-3.06,1028.0,21.15,123.15,3.75
8308,-3.14,-3.14,1027.73,21.32,115.57,3.76
8309,-3.18,-3.18,1027.44,22.0,117.6,3.71
8310,-3.22,-3.22,1027.16,22.68,119.69,3.67
8311,-3.26,-3.26,1026.87,23.36,121.81,3.63
8312,-3.3,-3.3,1026.65,23.58,122.16,3.49
8313,-3.34,-3.34,1026.42,23.81,122.54,3.34
8314,-3.38,-3.38,1026.2,24.03,122.95,3.19
8315,-2.83,-2.83,1025.78,27.78,143.84,3.4
8316,-2.29,-2.29,1025.36,31.52,160.51,3.97
8317,-1.75,-1.75,1024.94,35.26,172.22,4.79
8318,-1.26,-1.26,1024.15,37.95,173.85,5.42
8319,-0.78,-0.78,1023.37,40.63,175.13,6.06
8320,-0.3,-0.3,1022.58,43.31,176.18,6.69
8321,-0.68,-0.68,1022.37,45.41,175.11,6.04
8322,-1.06,-1.06,1022.16,47.51,173.78,5.4
8323,-1.45,-1.45,1021.96,49.6,172.1,4.76
8324,-1.67,-1.67,1021.96,50.89,177.96,4.32
8325,-1.89,-1.89,1021.96,52.17,185.03,3.95
8326,-2.11,-2.11,1021.97,53.46,193.43,3.64
8327,-2.13,-2.13,1022.08,54.28,187.28,3.35
8328,-2.16,-2.16,1022.19,55.09,180.06,3.1
8329,-2.18,-2.18,1022.3,55.91,171.74,2.91
8330,-2.17,-2.17,1022.29,55.0,159.36,2.26
8331,-2.16,-2.16,1022.28,54.08,138.95,1.79
8332,-2.15,-2.15,1022.28,53.17,110.61,1.66
8333,-2.07,-2.07,1022.5,50.31,47.13,1.11
8334,-1.98,-1.98,1022.72,47.45,2.03,2.1
8335,-1.9,-1.9,1022.95,44.59,349.04,3.5
8336,-1.82,-1.82,1023.53,41.63,344.23,5.56
8337,-1.74,-1.74,1024.11,38.67,342.02,7.63
8338,-1.66,-1.66,1024.68,35.7,340.76,9.71
8339,-1.03,-1.03,1025.15,30.31,340.26,12.54
8340,-0.41,-0.41,1025.62,24.92,339.94,15.37
8341,0.22,0.22,1026.1,19.52,339.72,18.2
8342,0.6,0.6,1025.76,18.21,336.93,18.48
8343,0.98,0.98,1025.43,16.9,334.23,18.79
8344,1.36,1.36,1025.1,15.59,331.62,19.15
8345,0.95,0.95,1025.29,16.21,332.5,16.22
8346,0.53,0.53,1025.47,16.83,333.76,13.29
8347,0.12,0.12,1025.66,17.45,335.74,10.38
8348,-0.23,-0.23,1026.17,18.45,336.79,9.63
8349,-0.58,-0.58,1026.69,19.45,338.03,8.89
8350,-0.93,-0.93,1027.2,20.45,339.49,8.15
8351,-1.2,-1.2,1027.75,19.7,330.51,11.91
8352,-1.48,-1.48,1028.3,18.95,325.89,15.82
8353,-1.75,-1.75,1028.85,18.21,323.12,19.79
8354,-2.17,-2.17,1028.97,18.64,324.1,19.98
8355,-2.6,-2.6,1029.1,19.08,325.07,20.17
8356,-3.02,-3.02,1029.23,19.52,326.02,20.37
8357,-3.25,-3.25,1029.33,19.33,322.28,21.48
8358,-3.48,-3.48,1029.44,19.14,318.92,22.66
8359,-3.71,-3.71,1029.55,18.94,315.9,23.92
8360,-3.92,-3.92,1029.52,19.3,317.96,22.65
8361,-4.14,-4.14,1029.49,19.67,320.27,21.42
8362,-4.36,-4.36,1029.47,20.03,322.85,20.22
8363,-3.84,-3.84,1029.77,18.63,321.24,20.99
8364,-3.32,-3.32,1030.08,17.24,319.74,21.77
8365,-2.8,-2.8,1030.39,15.84,318.35,22.57
8366,-1.94,-1.94,1029.64,15.34,316.65,22.17
8367,-1.08,-1.08,1028.88,14.84,314.89,21.79
8368,-0.22,-0.22,1028.13,14.33,313.06,21.44
8369,-0.51,-0.51,1028.11,15.04,311.49,16.76
8370,-0.81,-0.81,1028.09,15.75,308.71,12.11
8371,-1.1,-1.1,1028.07,16.47,302.48,7.52
8372,-1.41,-1.41,1027.96,17.17,292.35,6.62
8373,-1.71,-1.71,1027.86,17.87,279.59,5.99
8374,-2.01,-2.01,1027.76,18.58,264.76,5.71
8375,-2.21,-2.21,1027.95,19.43,266.43,5.28
8376,-2.42,-2.42,1028.15,20.29,268.39,4.84
8377,-2.62,-2.62,1028.34,21.15,270.75,4.41
8378,-2.77,-2.77,1027.94,21.55,259.7,4.9
8379,-2.92,-2.92,1027.54,21.95,250.92,5.54
8380,-3.08,-3.08,1027.13,22.36,244.06,6.27
8381,-3.29,-3.29,1026.75,22.68,243.22,6.1
8382,-3.51,-3.51,1026.36,23.0,242.32,5.93
8383,-3.72,-3.72,1025.97,23.32,241.37,5.76
8384,-3.82,-3.82,1025.58,23.67,244.86,5.59
8385,-3.91,-3.91,1025.19,24.02,248.55,5.45
8386,-4.0,-4.0,1024.8,24.37,252.42,5.33
8387,-2.52,-2.52,1024.44,21.65,250.16,5.27
8388,-1.04,-1.04,1024.08,18.93,247.85,5.22
8389,0.44,0.44,1023.71,16.2,245.5,5.18
8390,1.43,1.43,1022.76,15.0,240.6,6.1
8391,2.42,2.42,1021.8,13.81,236.99,7.05
8392,3.41,3.41,1020.84,12.61,234.24,8.01
8393,2.63,2.63,1020.47,13.79,225.63,6.98
8394,1.84,1.84,1020.1,14.97,214.39,6.16
8395,1.06,1.06,1019.72,16.15,200.42,5.64
8396,0.86,0.86,1019.71,16.65,218.2,5.22
8397,0.67,0.67,1019.69,17.14,236.98,5.35
8398,0.48,0.48,1019.68,17.64,253.24,6.0
8399,0.41,0.41,1019.64,18.36,263.79,5.37
8400,0.34,0.34,1019.6,19.09,276.57,4.97
8401,0.27,0.27,1019.56,19.81,290.76,4.85
8402,0.25,0.25,1019.68,20.24,294.95,4.95
8403,0.23,0.23,1019.8,20.67,298.95,5.07
8404,0.21,0.21,1019.91,21.09,302.74,5.22
8405,0.19,0.19,1020.0,20.98,310.91,6.13
8406,0.17,0.17,1020.08,20.87,316.89,7.13
8407,0.15,0.15,1020.17,20.76,321.36,8.18
8408,0.14,0.14,1020.76,21.2,319.7,8.49
8409,0.13,0.13,1021.34,21.63,318.16,8.81
8410,0.12,0.12,1021.93,22.07,316.73,9.14
8411,1.15,1.15,1022.45,23.33,319.73,12.71
8412,2.18,2.18,1022.98,24.59,321.42,16.3
8413,3.21,3.21,1023.5,25.86,322.49,19.89
8414,3.73,3.73,1023.46,23.13,322.86,20.31
8415,4.25,4.25,1023.42,20.4,323.22,20.72
8416,4.77,4.77,1023.38,17.67,323.56,21.14
8417,4.31,4.31,1023.62,18.07,327.17,18.03
8418,3.85,3.85,1023.86,18.48,332.26,15.02
8419,3.39,3.39,1024.11,18.89,339.79,12.18
8420,2.62,2.62,1025.24,20.47,344.21,11.57
8421,1.84,1.84,1026.38,22.05,349.09,11.04
8422,1.07,1.07,1027.52,23.64,354.42,10.59
8423,0.68,0.68,1028.28,24.07,353.52,10.62
8424,0.28,0.28,1029.05,24.49,352.64,10.66
8425,-0.11,-0.11,1029.81,24.92,351.76,10.7
8426,-0.36,-0.36,1029.68,25.58,352.76,8.96
8427,-0.62,-0.62,1029.55,26.24,354.24,7.22
8428,-0.87,-0.87,1029.42,26.91,356.66,5.5
8429,-1.13,-1.13,1029.25,27.51,352.01,3.61
8430,-1.38,-1.38,1029.09,28.12,337.6,1.8
8431,-1.64,-1.64,1028.92,28.72,253.6,0.9
8432,-1.84,-1.84,1028.88,29.17,217.27,2.72
8433,-2.05,-2.05,1028.84,29.62,210.8,4.74
8434,-2.25,-2.25,1028.8,30.07,208.22,6.79
8435,-1.12,-1.12,1028.04,27.54,211.74,8.24
8436,0.02,0.02,1027.27,25.01,214.21,9.71
8437,1.15,1.15,1026.5,22.48,216.02,11.19
8438,2.06,2.06,1025.26,21.19,214.12,10.6
8439,2.96,2.96,1024.01,19.9,211.99,10.03
8440,3.87,3.87,1022.77,18.62,209.61,9.47
8441,3.29,3.29,1022.3,19.95,206.63,9.02
8442,2.7,2.7,1021.83,21.28,203.34,8.6
8443,2.11,2.11,1021.36,22.6,199.72,8.2
8444,1.75,1.75,1021.37,23.12,213.76,7.11
8445,1.39,1.39,1021.38,23.63,231.41,6.57
8446,1.02,1.02,1021.39,24.15,250.11,6.72
8447,0.86,0.86,1021.56,24.36,267.23,5.72
8448,0.7,0.7,1021.74,24.57,288.7,5.4
8449,0.54,0.54,1021.91,24.78,309.62,5.86
8450,0.5,0.5,1021.86,25.02,310.52,5.84
8451,0.46,0.46,1021.81,25.25,311.42,5.82
8452,0.42,0.42,1021.76,25.49,312.33,5.8
8453,0.36,0.36,1021.9,26.12,311.65,6.14
8454,0.3,0.3,1022.04,26.75,311.05,6.47
8455,0.24,0.24,1022.18,27.39,310.51,6.81
8456,0.24,0.24,1022.68,28.22,307.51,7.41
8457,0.25,0.25,1023.19,29.04,304.97,8.03
8458,0.25,0.25,1023.7,29.87,302.79,8.65
8459,1.51,1.51,1023.94,29.56,314.06,10.64
8460,2.77,2.77,1024.17,29.25,321.6,12.9
8461,4.03,4.03,1024.41,28.95,326.83,15.31
8462,4.83,4.83,1024.2,26.93,321.55,14.07
8463,5.63,5.63,1023.98,24.91,315.3,12.97
8464,6.43,6.43,1023.77,22.89,308.0,12.05
8465,5.78,5.78,1023.57,23.91,292.84,8.77
8466,5.12,5.12,1023.37,24.93,264.81,6.71
8467,4.46,4.46,1023.17,25.95,228.79,7.01
8468,3.89,3.89,1023.22,26.86,237.22,6.59
8469,3.31,3.31,1023.26,27.76,246.55,6.33
8470,2.74,2.74,1023.3,28.67,256.39,6.26
8471,2.46,2.46,1023.02,28.99,257.71,6.08
8472,2.18,2.18,1022.75,29.31,259.12,5.9
8473,1.91,1.91,1022.47,29.63,260.6,5.73
8474,1.59,1.59,1022.26,30.19,263.9,5.08
8475,1.28,1.28,1022.06,30.75,268.15,4.46
8476,0.97,0.97,1021.86,31.31,273.75,3.86
8477,0.78,0.78,1021.47,31.72,283.8,3.18
8478,0.59,0.59,1021.09,32.13,298.52,2.65
8479,0.4,0.4,1020.7,32.54,318.46,2.37
8480,0.27,0.27,1020.54,32.94,338.34,2.17
8481,0.14,0.14,1020.38,33.33,359.19,2.27
8482,0.01,0.01,1020.21,33.73,16.38,2.62
8483,1.1,1.1,1019.95,31.43,34.68,2.29
8484,2.2,2.2,1019.69,29.12,56.09,2.25
8485,3.3,3.3,1019.42,26.82,75.52,2.51
8486,4.08,4.08,1018.61,25.58,102.99,2.67
8487,4.87,4.87,1017.8,24.34,123.41,3.32
8488,5.65,5.65,1017.0,23.11,136.1,4.24
8489,5.19,5.19,1016.32,24.59,145.44,3.72
8490,4.74,4.74,1015.65,26.08,157.37,3.33
8491,4.28,4.28,1014.97,27.57,171.67,3.12
8492,3.73,3.73,1014.98,29.02,162.98,1.61
8493,3.18,3.18,1014.98,30.47,89.64,0.49
8494,2.62,2.62,1014.98,31.92,18.3,1.63
8495,2.36,2.36,1014.78,32.94,11.5,2.07
8496,2.1,2.1,1014.57,33.96,7.11,2.52
8497,1.84,1.84,1014.37,34.98,4.09,2.99
8498,1.61,1.61,1014.47,34.81,0.14,3.5
8499,1.39,1.39,1014.57,34.64,357.21,4.03
8500,1.17,1.17,1014.67,34.47,354.96,4.56
